Seizoen;Datum;Thuisclub;Uitclub;Thuisscore;Uitscore
2001-2002;19/12/2001;SC Heerenveen;FC Den Bosch;2;0
2001-2002;22/12/2001;NAC;SC Heerenveen;2;1
2001-2002;22/12/2001;PSV;FC Groningen;8;0
2001-2002;22/12/2001;Vitesse;RKC Waalwijk;1;1
2001-2002;22/12/2001;Willem II;FC Twente;3;3
2001-2002;23/12/2001;FC Utrecht;Ajax;3;1
2001-2002;23/12/2001;NEC;Roda JC;1;0
2001-2002;25/01/2002;Sparta;SC Heerenveen;1;4
2001-2002;26/01/2002;AZ;FC Groningen;3;2
2001-2002;26/01/2002;De Graafschap;Fortuna Sittard;5;0
2001-2002;26/01/2002;PSV;NAC;3;1
2001-2002;26/01/2002;Roda JC;FC Twente;2;1
2001-2002;27/01/2002;FC Den Bosch;Ajax;0;1
2001-2002;27/01/2002;FC Utrecht;Feyenoord;2;2
2001-2002;27/01/2002;RKC Waalwijk;Willem II;0;1
2001-2002;27/01/2002;Vitesse;NEC;2;1
2001-2002;31/01/2002;Willem II;FC Groningen;3;1
2001-2002;01/02/2002;NEC;Sparta;1;1
2001-2002;02/02/2002;AZ;Vitesse;0;0
2001-2002;02/02/2002;FC Den Bosch;RKC Waalwijk;1;0
2001-2002;02/02/2002;FC Twente;De Graafschap;0;0
2001-2002;02/02/2002;Fortuna Sittard;PSV;0;1
2001-2002;03/02/2002;FC Groningen;NAC;3;0
2001-2002;03/02/2002;FC Utrecht;SC Heerenveen;0;0
2001-2002;03/02/2002;Feyenoord;Roda JC;5;0
2001-2002;03/02/2002;Willem II;Ajax;1;3
2001-2002;05/02/2002;RKC Waalwijk;PSV;2;1
2001-2002;06/02/2002;Feyenoord;Fortuna Sittard;1;0
2001-2002;06/02/2002;NAC;Sparta;2;2
2001-2002;06/02/2002;Roda JC;FC Utrecht;1;0
2001-2002;08/02/2002;FC Twente;FC Den Bosch;4;0
2001-2002;09/02/2002;AZ;SC Heerenveen;0;2
2001-2002;09/02/2002;Sparta;De Graafschap;1;3
2001-2002;09/02/2002;Vitesse;Fortuna Sittard;1;1
2001-2002;10/02/2002;Ajax;RKC Waalwijk;3;1
2001-2002;10/02/2002;FC Groningen;Feyenoord;0;1
2001-2002;10/02/2002;FC Utrecht;NEC;1;4
2001-2002;15/02/2002;FC Den Bosch;Sparta;1;1
2001-2002;16/02/2002;De Graafschap;Roda JC;2;1
2001-2002;16/02/2002;NEC;PSV;0;4
2001-2002;16/02/2002;SC Heerenveen;Willem II;3;0
2001-2002;17/02/2002;AZ;Ajax;0;0
2001-2002;17/02/2002;FC Twente;NAC;1;2
2001-2002;17/02/2002;Vitesse;Feyenoord;2;1
2001-2002;20/02/2002;FC Den Bosch;FC Groningen;1;4
2001-2002;20/02/2002;Sparta;AZ;0;4
2001-2002;23/02/2002;Roda JC;Willem II;2;0
2001-2002;23/02/2002;Vitesse;FC Den Bosch;1;1
2001-2002;24/02/2002;Feyenoord;FC Twente;1;2
2001-2002;24/02/2002;NAC;Ajax;0;1
2001-2002;24/02/2002;PSV;FC Utrecht;4;0
2001-2002;24/02/2002;RKC Waalwijk;AZ;3;2
2001-2002;27/02/2002;Fortuna Sittard;Ajax;1;1
2001-2002;01/03/2002;NAC;AZ;3;1
2001-2002;02/03/2002;De Graafschap;FC Den Bosch;0;1
2001-2002;02/03/2002;Willem II;FC Utrecht;4;2
2001-2002;03/03/2002;Ajax;Feyenoord;1;1
2001-2002;03/03/2002;FC Groningen;RKC Waalwijk;1;1
2001-2002;03/03/2002;FC Twente;NEC;2;0
2001-2002;03/03/2002;Sparta;Fortuna Sittard;0;0
2001-2002;04/03/2002;Roda JC;Vitesse;0;2
2001-2002;08/03/2002;FC Utrecht;Sparta;4;2
2001-2002;09/03/2002;FC Den Bosch;NAC;1;2
2001-2002;09/03/2002;Fortuna Sittard;FC Groningen;0;1
2001-2002;09/03/2002;PSV;Roda JC;4;1
2001-2002;09/03/2002;SC Heerenveen;RKC Waalwijk;2;0
2001-2002;09/03/2002;Vitesse;FC Twente;2;0
2001-2002;10/03/2002;Ajax;De Graafschap;4;0
2001-2002;10/03/2002;Feyenoord;AZ;4;1
2001-2002;10/03/2002;NEC;Willem II;3;0
2001-2002;13/03/2002;NEC;De Graafschap;3;1
2001-2002;13/03/2002;SC Heerenveen;Fortuna Sittard;3;1
2001-2002;15/03/2002;Roda JC;NAC;1;1
2001-2002;16/03/2002;AZ;De Graafschap;2;1
2001-2002;16/03/2002;Willem II;Sparta;4;0
2001-2002;17/03/2002;Ajax;SC Heerenveen;2;0
2001-2002;17/03/2002;FC Twente;FC Groningen;0;1
2001-2002;17/03/2002;FC Utrecht;Fortuna Sittard;3;0
2001-2002;17/03/2002;Feyenoord;FC Den Bosch;3;0
2001-2002;17/03/2002;RKC Waalwijk;NEC;2;1
2001-2002;17/03/2002;Vitesse;PSV;0;0
2001-2002;22/03/2002;Fortuna Sittard;AZ;0;1
2001-2002;23/03/2002;FC Den Bosch;Willem II;1;2
2001-2002;23/03/2002;NAC;Vitesse;3;3
2001-2002;23/03/2002;SC Heerenveen;NEC;4;0
2001-2002;24/03/2002;De Graafschap;FC Utrecht;0;0
2001-2002;24/03/2002;FC Groningen;Roda JC;0;2
2001-2002;24/03/2002;PSV;Ajax;1;1
2001-2002;24/03/2002;RKC Waalwijk;FC Twente;3;1
2001-2002;24/03/2002;Sparta;Feyenoord;0;5
2001-2002;30/03/2002;AZ;FC Twente;0;2
2001-2002;30/03/2002;NAC;De Graafschap;1;0
2001-2002;30/03/2002;NEC;Fortuna Sittard;3;1
2001-2002;30/03/2002;Roda JC;Sparta;3;0
2001-2002;31/03/2002;Feyenoord;RKC Waalwijk;1;1
2001-2002;31/03/2002;Vitesse;Ajax;3;1
2001-2002;01/04/2002;FC Utrecht;FC Den Bosch;3;1
2001-2002;01/04/2002;PSV;SC Heerenveen;4;1
2001-2002;03/04/2002;Ajax;FC Groningen;4;3
2001-2002;05/04/2002;FC Twente;Sparta;2;0
2001-2002;06/04/2002;De Graafschap;RKC Waalwijk;3;1
2001-2002;06/04/2002;Roda JC;AZ;0;0
2001-2002;06/04/2002;Vitesse;SC Heerenveen;0;0
2001-2002;06/04/2002;Willem II;Fortuna Sittard;3;0
2001-2002;07/04/2002;FC Den Bosch;PSV;0;1
2001-2002;07/04/2002;FC Groningen;NEC;2;2
2001-2002;07/04/2002;Feyenoord;NAC;0;0
2001-2002;13/04/2002;AZ;Willem II;2;2
2001-2002;13/04/2002;De Graafschap;SC Heerenveen;1;2
2001-2002;13/04/2002;FC Den Bosch;Roda JC;3;1
2001-2002;13/04/2002;Fortuna Sittard;FC Twente;2;0
2001-2002;13/04/2002;NAC;NEC;1;3
2001-2002;14/04/2002;FC Groningen;Vitesse;0;1
2001-2002;14/04/2002;PSV;Feyenoord;2;0
2001-2002;14/04/2002;RKC Waalwijk;FC Utrecht;1;2
2001-2002;14/04/2002;Sparta;Ajax;0;4
2001-2002;19/04/2002;Fortuna Sittard;Feyenoord;1;2
2001-2002;20/04/2002;FC Twente;PSV;1;1
2001-2002;20/04/2002;RKC Waalwijk;NAC;4;1
2001-2002;20/04/2002;SC Heerenveen;Roda JC;0;0
2001-2002;20/04/2002;Sparta;Vitesse;0;1
2001-2002;20/04/2002;Willem II;De Graafschap;2;2
2001-2002;21/04/2002;Ajax;FC Utrecht;1;0
2001-2002;21/04/2002;NEC;FC Den Bosch;2;1
2001-2002;24/04/2002;FC Utrecht;AZ;3;2
2001-2002;24/04/2002;PSV;Willem II;6;0
2001-2002;24/04/2002;SC Heerenveen;FC Groningen;2;0
2001-2002;25/04/2002;De Graafschap;Feyenoord;1;0
2001-2002;28/04/2002;Ajax;FC Den Bosch;2;0
2001-2002;28/04/2002;AZ;NEC;5;0
2001-2002;28/04/2002;FC Groningen;De Graafschap;2;0
2001-2002;28/04/2002;FC Twente;FC Utrecht;2;0
2001-2002;28/04/2002;Feyenoord;SC Heerenveen;3;2
2001-2002;28/04/2002;NAC;Fortuna Sittard;3;1
2001-2002;28/04/2002;PSV;Sparta;3;0
2001-2002;28/04/2002;Roda JC;RKC Waalwijk;1;0
2001-2002;28/04/2002;Vitesse;Willem II;4;2
2001-2002;05/05/2002;De Graafschap;PSV;2;2
2001-2002;05/05/2002;FC Den Bosch;AZ;0;1
2001-2002;05/05/2002;FC Utrecht;NAC;0;0
2001-2002;05/05/2002;Fortuna Sittard;Roda JC;0;0
2001-2002;05/05/2002;NEC;Ajax;0;2
2001-2002;05/05/2002;RKC Waalwijk;Vitesse;3;2
2001-2002;05/05/2002;SC Heerenveen;FC Twente;0;0
2001-2002;05/05/2002;Sparta;FC Groningen;0;0
2001-2002;05/05/2002;Willem II;Feyenoord;0;0
2002-2003;16/08/2002;RBC Roosendaal;FC Zwolle;1;1
2002-2003;17/08/2002;AZ;SC Heerenveen;3;3
2002-2003;17/08/2002;Excelsior;PSV;0;2
2002-2003;17/08/2002;FC Twente;Willem II;0;2
2002-2003;17/08/2002;NAC;Roda JC;2;2
2002-2003;18/08/2002;Ajax;FC Utrecht;3;1
2002-2003;18/08/2002;FC Groningen;Vitesse;1;2
2002-2003;18/08/2002;Feyenoord;NEC;2;0
2002-2003;18/08/2002;RKC Waalwijk;De Graafschap;4;2
2002-2003;23/08/2002;NEC;AZ;2;0
2002-2003;24/08/2002;De Graafschap;RBC Roosendaal;2;0
2002-2003;24/08/2002;FC Zwolle;Excelsior;1;1
2002-2003;24/08/2002;PSV;FC Groningen;1;0
2002-2003;24/08/2002;Roda JC;Feyenoord;2;2
2002-2003;24/08/2002;SC Heerenveen;RKC Waalwijk;1;2
2002-2003;25/08/2002;FC Twente;FC Utrecht;1;1
2002-2003;25/08/2002;Vitesse;Ajax;1;2
2002-2003;25/08/2002;Willem II;NAC;1;1
2002-2003;30/08/2002;RKC Waalwijk;FC Twente;3;2
2002-2003;31/08/2002;FC Zwolle;Vitesse;1;0
2002-2003;31/08/2002;NAC;NEC;0;0
2002-2003;31/08/2002;Roda JC;Willem II;1;0
2002-2003;01/09/2002;FC Groningen;Ajax;1;3
2002-2003;01/09/2002;RBC Roosendaal;SC Heerenveen;3;0
2002-2003;10/09/2002;AZ;PSV;0;4
2002-2003;10/09/2002;FC Utrecht;De Graafschap;4;0
2002-2003;10/09/2002;Feyenoord;Excelsior;4;1
2002-2003;13/09/2002;Vitesse;RBC Roosendaal;3;0
2002-2003;14/09/2002;Ajax;FC Zwolle;2;0
2002-2003;14/09/2002;Excelsior;FC Groningen;4;2
2002-2003;14/09/2002;FC Twente;Feyenoord;1;5
2002-2003;14/09/2002;PSV;RKC Waalwijk;4;0
2002-2003;14/09/2002;SC Heerenveen;NAC;0;2
2002-2003;14/09/2002;Willem II;FC Utrecht;2;0
2002-2003;15/09/2002;De Graafschap;AZ;1;2
2002-2003;15/09/2002;NEC;Roda JC;2;4
2002-2003;20/09/2002;Excelsior;AZ;1;2
2002-2003;20/09/2002;NAC;FC Twente;2;0
2002-2003;21/09/2002;FC Zwolle;PSV;1;3
2002-2003;21/09/2002;Feyenoord;De Graafschap;2;0
2002-2003;21/09/2002;RBC Roosendaal;Ajax;2;3
2002-2003;21/09/2002;Willem II;NEC;1;1
2002-2003;22/09/2002;FC Groningen;FC Utrecht;0;0
2002-2003;22/09/2002;Roda JC;SC Heerenveen;1;0
2002-2003;22/09/2002;Vitesse;RKC Waalwijk;1;1
2002-2003;27/09/2002;AZ;FC Groningen;4;1
2002-2003;28/09/2002;FC Twente;Roda JC;3;3
2002-2003;28/09/2002;PSV;De Graafschap;4;0
2002-2003;28/09/2002;RBC Roosendaal;Feyenoord;4;2
2002-2003;28/09/2002;Willem II;FC Zwolle;5;2
2002-2003;29/09/2002;Ajax;NAC;2;2
2002-2003;29/09/2002;FC Utrecht;Vitesse;1;0
2002-2003;29/09/2002;NEC;SC Heerenveen;4;2
2002-2003;29/09/2002;RKC Waalwijk;Excelsior;0;3
2002-2003;02/10/2002;NEC;FC Groningen;2;0
2002-2003;04/10/2002;RKC Waalwijk;FC Zwolle;0;2
2002-2003;05/10/2002;De Graafschap;FC Twente;0;1
2002-2003;05/10/2002;NAC;PSV;2;2
2002-2003;05/10/2002;Roda JC;Excelsior;2;3
2002-2003;06/10/2002;AZ;Vitesse;1;3
2002-2003;06/10/2002;FC Utrecht;RBC Roosendaal;2;2
2002-2003;06/10/2002;Feyenoord;Ajax;1;2
2002-2003;06/10/2002;SC Heerenveen;Willem II;1;1
2002-2003;18/10/2002;De Graafschap;NEC;1;3
2002-2003;19/10/2002;Ajax;AZ;6;2
2002-2003;19/10/2002;FC Twente;SC Heerenveen;1;1
2002-2003;19/10/2002;PSV;Roda JC;0;0
2002-2003;19/10/2002;Vitesse;Feyenoord;1;1
2002-2003;19/10/2002;Willem II;RBC Roosendaal;3;1
2002-2003;20/10/2002;Excelsior;FC Utrecht;1;1
2002-2003;20/10/2002;FC Groningen;RKC Waalwijk;2;3
2002-2003;20/10/2002;FC Zwolle;NAC;0;3
2002-2003;22/10/2002;Vitesse;Roda JC;0;2
2002-2003;25/10/2002;NAC;Vitesse;0;0
2002-2003;26/10/2002;AZ;FC Twente;1;2
2002-2003;26/10/2002;Feyenoord;Willem II;5;1
2002-2003;26/10/2002;NEC;PSV;0;5
2002-2003;26/10/2002;RKC Waalwijk;Ajax;1;1
2002-2003;26/10/2002;Roda JC;De Graafschap;5;0
2002-2003;26/10/2002;SC Heerenveen;Excelsior;2;0
2002-2003;01/11/2002;FC Zwolle;AZ;5;1
2002-2003;02/11/2002;Excelsior;NEC;0;0
2002-2003;02/11/2002;FC Twente;PSV;0;0
2002-2003;02/11/2002;RBC Roosendaal;RKC Waalwijk;0;0
2002-2003;02/11/2002;SC Heerenveen;De Graafschap;3;1
2002-2003;03/11/2002;Ajax;Willem II;3;0
2002-2003;03/11/2002;FC Groningen;Feyenoord;0;2
2002-2003;03/11/2002;FC Utrecht;NAC;1;0
2002-2003;08/11/2002;Roda JC;Ajax;1;1
2002-2003;09/11/2002;AZ;RBC Roosendaal;2;0
2002-2003;09/11/2002;De Graafschap;Excelsior;1;1
2002-2003;09/11/2002;NAC;FC Groningen;0;0
2002-2003;09/11/2002;PSV;SC Heerenveen;3;1
2002-2003;09/11/2002;Willem II;Vitesse;1;3
2002-2003;10/11/2002;Feyenoord;FC Zwolle;2;0
2002-2003;10/11/2002;NEC;FC Twente;1;2
2002-2003;10/11/2002;RKC Waalwijk;FC Utrecht;0;1
2002-2003;12/11/2002;RBC Roosendaal;FC Groningen;2;0
2002-2003;13/11/2002;FC Utrecht;FC Zwolle;2;0
2002-2003;15/11/2002;Willem II;RKC Waalwijk;0;1
2002-2003;16/11/2002;FC Groningen;De Graafschap;3;1
2002-2003;17/11/2002;Ajax;NEC;6;0
2002-2003;17/11/2002;Excelsior;NAC;0;3
2002-2003;17/11/2002;FC Utrecht;AZ;2;2
2002-2003;17/11/2002;FC Zwolle;FC Twente;1;1
2002-2003;17/11/2002;PSV;Feyenoord;1;2
2002-2003;17/11/2002;RBC Roosendaal;Roda JC;4;0
2002-2003;17/11/2002;Vitesse;SC Heerenveen;1;2
2002-2003;22/11/2002;Excelsior;Willem II;0;3
2002-2003;23/11/2002;De Graafschap;NAC;3;2
2002-2003;23/11/2002;FC Twente;Vitesse;1;0
2002-2003;23/11/2002;RBC Roosendaal;PSV;0;3
2002-2003;23/11/2002;RKC Waalwijk;Feyenoord;1;0
2002-2003;23/11/2002;Roda JC;AZ;1;3
2002-2003;23/11/2002;SC Heerenveen;Ajax;0;3
2002-2003;24/11/2002;FC Utrecht;NEC;3;2
2002-2003;24/11/2002;FC Zwolle;FC Groningen;0;2
2002-2003;29/11/2002;Roda JC;FC Zwolle;2;0
2002-2003;30/11/2002;AZ;RKC Waalwijk;2;0
2002-2003;30/11/2002;NAC;RBC Roosendaal;1;0
2002-2003;30/11/2002;PSV;Willem II;2;1
2002-2003;01/12/2002;Ajax;FC Twente;2;1
2002-2003;01/12/2002;FC Groningen;SC Heerenveen;1;1
2002-2003;01/12/2002;Feyenoord;FC Utrecht;2;1
2002-2003;01/12/2002;Vitesse;De Graafschap;1;1
2002-2003;06/12/2002;RBC Roosendaal;Excelsior;1;1
2002-2003;07/12/2002;De Graafschap;Ajax;1;1
2002-2003;07/12/2002;SC Heerenveen;Feyenoord;3;1
2002-2003;07/12/2002;Willem II;AZ;3;1
2002-2003;08/12/2002;FC Twente;FC Groningen;0;0
2002-2003;08/12/2002;FC Utrecht;PSV;1;3
2002-2003;08/12/2002;NEC;Vitesse;2;0
2002-2003;08/12/2002;RKC Waalwijk;Roda JC;2;1
2002-2003;13/12/2002;FC Groningen;Roda JC;3;2
2002-2003;14/12/2002;De Graafschap;Willem II;1;1
2002-2003;14/12/2002;Excelsior;FC Twente;2;2
2002-2003;14/12/2002;FC Zwolle;NEC;0;0
2002-2003;14/12/2002;NAC;RKC Waalwijk;1;0
2002-2003;15/12/2002;Ajax;PSV;2;4
2002-2003;15/12/2002;Feyenoord;AZ;6;1
2002-2003;15/12/2002;SC Heerenveen;FC Utrecht;2;2
2002-2003;17/12/2002;NEC;RBC Roosendaal;3;0
2002-2003;18/12/2002;SC Heerenveen;FC Zwolle;2;0
2002-2003;18/12/2002;Vitesse;Excelsior;1;2
2002-2003;20/12/2002;FC Twente;RBC Roosendaal;3;0
2002-2003;20/12/2002;Roda JC;FC Utrecht;1;0
2002-2003;21/12/2002;De Graafschap;FC Zwolle;3;2
2002-2003;21/12/2002;NEC;RKC Waalwijk;0;0
2002-2003;21/12/2002;PSV;Vitesse;1;0
2002-2003;21/12/2002;Willem II;FC Groningen;1;0
2002-2003;22/12/2002;Excelsior;Ajax;0;2
2002-2003;22/12/2002;NAC;Feyenoord;1;1
2002-2003;31/01/2003;PSV;RBC Roosendaal;3;0
2002-2003;01/02/2003;AZ;NEC;0;0
2002-2003;01/02/2003;NAC;SC Heerenveen;1;1
2002-2003;02/02/2003;Feyenoord;FC Twente;4;2
2002-2003;02/02/2003;RKC Waalwijk;FC Groningen;1;0
2002-2003;02/02/2003;Willem II;Ajax;0;6
2002-2003;07/02/2003;FC Zwolle;Willem II;0;3
2002-2003;08/02/2003;RBC Roosendaal;De Graafschap;1;0
2002-2003;08/02/2003;RKC Waalwijk;PSV;0;1
2002-2003;08/02/2003;Roda JC;Vitesse;2;0
2002-2003;08/02/2003;SC Heerenveen;AZ;5;0
2002-2003;09/02/2003;Ajax;Feyenoord;1;1
2002-2003;09/02/2003;FC Groningen;FC Twente;0;0
2002-2003;09/02/2003;FC Utrecht;Excelsior;2;2
2002-2003;09/02/2003;NEC;NAC;2;0
2002-2003;14/02/2003;RBC Roosendaal;FC Utrecht;0;1
2002-2003;15/02/2003;Ajax;FC Groningen;2;1
2002-2003;15/02/2003;AZ;Feyenoord;1;4
2002-2003;15/02/2003;NAC;Excelsior;2;1
2002-2003;15/02/2003;PSV;FC Zwolle;6;0
2002-2003;15/02/2003;Willem II;Roda JC;5;0
2002-2003;16/02/2003;De Graafschap;SC Heerenveen;1;5
2002-2003;16/02/2003;FC Twente;NEC;1;2
2002-2003;16/02/2003;RKC Waalwijk;Vitesse;1;0
2002-2003;19/02/2003;AZ;NAC;3;1
2002-2003;19/02/2003;Excelsior;Roda JC;0;2
2002-2003;19/02/2003;Vitesse;FC Zwolle;2;1
2002-2003;21/02/2003;NEC;De Graafschap;1;0
2002-2003;22/02/2003;Excelsior;RBC Roosendaal;1;2
2002-2003;22/02/2003;PSV;NAC;1;0
2002-2003;22/02/2003;Roda JC;FC Twente;2;0
2002-2003;22/02/2003;Vitesse;AZ;2;2
2002-2003;23/02/2003;FC Utrecht;Ajax;1;0
2002-2003;23/02/2003;FC Zwolle;RKC Waalwijk;2;1
2002-2003;23/02/2003;Feyenoord;FC Groningen;4;1
2002-2003;25/02/2003;NEC;Willem II;1;0
2002-2003;26/02/2003;FC Utrecht;SC Heerenveen;2;2
2002-2003;28/02/2003;De Graafschap;Roda JC;1;1
2002-2003;28/02/2003;RBC Roosendaal;Willem II;1;0
2002-2003;01/03/2003;Excelsior;RKC Waalwijk;1;2
2002-2003;01/03/2003;FC Twente;AZ;0;0
2002-2003;01/03/2003;SC Heerenveen;PSV;0;1
2002-2003;02/03/2003;Ajax;Vitesse;2;0
2002-2003;02/03/2003;FC Groningen;FC Zwolle;4;0
2002-2003;02/03/2003;Feyenoord;NAC;2;1
2002-2003;07/03/2003;AZ;Roda JC;1;0
2002-2003;08/03/2003;Excelsior;Feyenoord;2;6
2002-2003;08/03/2003;FC Zwolle;Ajax;0;5
2002-2003;08/03/2003;NAC;De Graafschap;1;0
2002-2003;08/03/2003;PSV;NEC;2;1
2002-2003;08/03/2003;Willem II;FC Twente;1;2
2002-2003;09/03/2003;FC Groningen;RBC Roosendaal;1;0
2002-2003;09/03/2003;RKC Waalwijk;SC Heerenveen;3;0
2002-2003;09/03/2003;Vitesse;FC Utrecht;1;4
2002-2003;12/03/2003;De Graafschap;FC Utrecht;1;0
2002-2003;15/03/2003;De Graafschap;RKC Waalwijk;2;4
2002-2003;15/03/2003;FC Zwolle;RBC Roosendaal;1;1
2002-2003;15/03/2003;Roda JC;NAC;0;0
2002-2003;15/03/2003;SC Heerenveen;FC Twente;3;0
2002-2003;15/03/2003;Vitesse;PSV;0;5
2002-2003;16/03/2003;Ajax;Excelsior;2;1
2002-2003;16/03/2003;AZ;FC Utrecht;2;0
2002-2003;16/03/2003;FC Groningen;Willem II;1;1
2002-2003;16/03/2003;NEC;Feyenoord;1;2
2002-2003;21/03/2003;Excelsior;FC Zwolle;0;1
2002-2003;22/03/2003;AZ;De Graafschap;3;1
2002-2003;22/03/2003;FC Twente;RKC Waalwijk;2;1
2002-2003;22/03/2003;Feyenoord;SC Heerenveen;5;0
2002-2003;22/03/2003;RBC Roosendaal;Vitesse;3;1
2002-2003;22/03/2003;Roda JC;NEC;2;1
2002-2003;23/03/2003;FC Utrecht;FC Groningen;0;0
2002-2003;23/03/2003;NAC;Willem II;0;0
2002-2003;23/03/2003;PSV;Ajax;2;0
2002-2003;05/04/2003;Ajax;RBC Roosendaal;4;1
2002-2003;05/04/2003;De Graafschap;Feyenoord;3;4
2002-2003;05/04/2003;FC Twente;NAC;0;0
2002-2003;05/04/2003;SC Heerenveen;Roda JC;3;2
2002-2003;05/04/2003;Vitesse;FC Groningen;0;0
2002-2003;06/04/2003;FC Zwolle;FC Utrecht;3;1
2002-2003;06/04/2003;NEC;Excelsior;1;0
2002-2003;06/04/2003;RKC Waalwijk;AZ;2;0
2002-2003;06/04/2003;Willem II;PSV;1;1
2002-2003;11/04/2003;FC Utrecht;Willem II;1;1
2002-2003;11/04/2003;Roda JC;PSV;2;3
2002-2003;12/04/2003;AZ;FC Zwolle;1;1
2002-2003;12/04/2003;FC Twente;De Graafschap;3;0
2002-2003;12/04/2003;Feyenoord;Vitesse;2;1
2002-2003;12/04/2003;SC Heerenveen;NEC;2;3
2002-2003;13/04/2003;FC Groningen;Excelsior;1;0
2002-2003;13/04/2003;NAC;Ajax;0;3
2002-2003;13/04/2003;RKC Waalwijk;RBC Roosendaal;1;2
2002-2003;18/04/2003;FC Utrecht;RKC Waalwijk;4;3
2002-2003;19/04/2003;Ajax;Roda JC;4;2
2002-2003;19/04/2003;Excelsior;SC Heerenveen;1;0
2002-2003;19/04/2003;PSV;FC Twente;2;0
2002-2003;19/04/2003;RBC Roosendaal;AZ;0;0
2002-2003;19/04/2003;Willem II;De Graafschap;3;0
2002-2003;20/04/2003;FC Zwolle;Feyenoord;1;3
2002-2003;20/04/2003;Vitesse;NEC;1;1
2002-2003;25/04/2003;RKC Waalwijk;Willem II;3;1
2002-2003;26/04/2003;De Graafschap;PSV;1;6
2002-2003;26/04/2003;FC Twente;Excelsior;1;0
2002-2003;26/04/2003;SC Heerenveen;Vitesse;2;2
2002-2003;27/04/2003;AZ;Ajax;1;3
2002-2003;27/04/2003;FC Groningen;NAC;0;0
2002-2003;27/04/2003;Feyenoord;RBC Roosendaal;1;0
2002-2003;27/04/2003;NEC;FC Utrecht;1;2
2002-2003;02/05/2003;Excelsior;De Graafschap;3;4
2002-2003;03/05/2003;Ajax;RKC Waalwijk;6;1
2002-2003;03/05/2003;FC Zwolle;Roda JC;3;1
2002-2003;03/05/2003;PSV;AZ;2;2
2002-2003;03/05/2003;Vitesse;NAC;3;1
2002-2003;03/05/2003;Willem II;SC Heerenveen;1;5
2002-2003;04/05/2003;FC Groningen;NEC;0;0
2002-2003;04/05/2003;FC Utrecht;Feyenoord;1;2
2002-2003;04/05/2003;RBC Roosendaal;FC Twente;1;0
2002-2003;06/05/2003;NAC;FC Zwolle;2;0
2002-2003;09/05/2003;Roda JC;RBC Roosendaal;1;0
2002-2003;09/05/2003;SC Heerenveen;FC Groningen;2;1
2002-2003;10/05/2003;AZ;Willem II;3;2
2002-2003;10/05/2003;FC Twente;FC Zwolle;0;0
2002-2003;10/05/2003;NAC;FC Utrecht;2;0
2002-2003;10/05/2003;PSV;Excelsior;7;0
2002-2003;11/05/2003;De Graafschap;Vitesse;0;1
2002-2003;11/05/2003;Feyenoord;RKC Waalwijk;2;1
2002-2003;11/05/2003;NEC;Ajax;1;2
2002-2003;13/05/2003;Roda JC;FC Groningen;5;1
2002-2003;16/05/2003;FC Utrecht;Roda JC;4;4
2002-2003;17/05/2003;FC Zwolle;SC Heerenveen;0;1
2002-2003;17/05/2003;RBC Roosendaal;NEC;0;2
2002-2003;17/05/2003;Vitesse;FC Twente;0;1
2002-2003;17/05/2003;Willem II;Excelsior;2;1
2002-2003;18/05/2003;Ajax;De Graafschap;7;1
2002-2003;18/05/2003;FC Groningen;AZ;1;0
2002-2003;18/05/2003;Feyenoord;PSV;3;1
2002-2003;18/05/2003;RKC Waalwijk;NAC;2;3
2002-2003;25/05/2003;De Graafschap;FC Groningen;1;0
2002-2003;25/05/2003;Excelsior;Vitesse;4;4
2002-2003;25/05/2003;FC Twente;Ajax;1;2
2002-2003;25/05/2003;NAC;AZ;4;0
2002-2003;25/05/2003;NEC;FC Zwolle;0;0
2002-2003;25/05/2003;PSV;FC Utrecht;2;0
2002-2003;25/05/2003;Roda JC;RKC Waalwijk;1;0
2002-2003;25/05/2003;SC Heerenveen;RBC Roosendaal;6;0
2002-2003;25/05/2003;Willem II;Feyenoord;1;1
2002-2003;29/05/2003;Ajax;SC Heerenveen;3;0
2002-2003;29/05/2003;AZ;Excelsior;4;1
2002-2003;29/05/2003;FC Groningen;PSV;0;0
2002-2003;29/05/2003;FC Utrecht;FC Twente;3;2
2002-2003;29/05/2003;FC Zwolle;De Graafschap;2;1
2002-2003;29/05/2003;Feyenoord;Roda JC;3;1
2002-2003;29/05/2003;RBC Roosendaal;NAC;1;2
2002-2003;29/05/2003;RKC Waalwijk;NEC;0;1
2002-2003;29/05/2003;Vitesse;Willem II;2;0
2003-2004;15/08/2003;Roda JC;PSV;2;2
2003-2004;16/08/2003;FC Twente;RBC Roosendaal;3;1
2003-2004;16/08/2003;RKC Waalwijk;ADO Den Haag;1;0
2003-2004;16/08/2003;Willem II;AZ;1;0
2003-2004;17/08/2003;FC Groningen;NAC Breda;1;0
2003-2004;17/08/2003;FC Utrecht;FC Zwolle;1;0
2003-2004;17/08/2003;FC Volendam;SC Heerenveen;0;1
2003-2004;17/08/2003;Feyenoord;NEC;2;1
2003-2004;17/08/2003;Vitesse;Ajax;1;2
2003-2004;22/08/2003;AZ;FC Twente;3;0
2003-2004;23/08/2003;ADO Den Haag;FC Utrecht;1;1
2003-2004;23/08/2003;NAC Breda;Vitesse;2;0
2003-2004;23/08/2003;PSV;Willem II;6;1
2003-2004;23/08/2003;RBC Roosendaal;Ajax;0;1
